	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
17504	59	blue-collar	married	primary	no	63	no	no	cellular	22	aug	176	6	-1	0	unknown	no
25177	34	blue-collar	divorced	primary	no	390	yes	no	cellular	15	may	372	2	371	2	success	no
15026	42	blue-collar	married	secondary	no	413	yes	no	cellular	11	aug	589	2	-1	0	unknown	yes
4843	36	blue-collar	single	secondary	no	661	yes	no	cellular	11	may	14	8	-1	0	unknown	no
25147	33	technician	single	secondary	no	719	yes	no	cellular	9	apr	448	2	316	6	failure	yes
21918	26	blue-collar	married	primary	yes	-683	yes	yes	unknown	27	may	446	1	-1	0	unknown	no
15697	33	technician	married	secondary	no	7621	no	no	cellular	21	aug	68	1	-1	0	unknown	no
32320	32	blue-collar	married	primary	no	1261	yes	no	cellular	21	nov	104	1	182	1	failure	no
21154	48	blue-collar	married	secondary	no	1794	yes	yes	cellular	8	may	97	1	343	2	failure	no
28842	49	technician	single	secondary	no	1202	yes	no	unknown	18	jun	122	1	-1	0	unknown	no
36718	43	blue-collar	single	primary	no	181	yes	no	cellular	7	may	174	1	343	2	failure	no
21692	53	services	married	secondary	no	24	yes	no	cellular	24	jul	209	1	-1	0	unknown	no
39282	30	blue-collar	single	secondary	no	7773	yes	no	cellular	20	nov	705	1	-1	0	unknown	yes
27596	50	admin.	married	secondary	no	4117	no	no	cellular	21	nov	530	1	-1	0	unknown	yes
27628	37	management	married	tertiary	no	413	no	no	cellular	16	oct	138	2	-1	0	unknown	no
9742	34	technician	single	tertiary	no	482	yes	no	cellular	20	apr	69	3	-1	0	unknown	no
4174	28	management	single	secondary	no	1633	no	no	cellular	5	jun	275	1	-1	0	unknown	yes
19935	35	technician	single	secondary	no	-51	no	no	unknown	2	jul	134	2	-1	0	unknown	no
12178	32	technician	married	secondary	no	767	yes	yes	cellular	4	feb	42	1	-1	0	unknown	no
8286	48	blue-collar	married	secondary	no	3008	yes	yes	cellular	18	nov	163	1	187	3	failure	no
31637	30	student	single	secondary	no	2046	no	no	telephone	21	apr	595	3	254	1	failure	yes
29575	81	retired	divorced	primary	no	519	no	no	telephone	9	sep	488	1	-1	0	unknown	no
37444	37	blue-collar	married	primary	no	2939	yes	no	cellular	4	may	191	3	-1	0	unknown	no
32067	44	admin.	married	secondary	no	0	yes	no	unknown	23	may	82	2	-1	0	unknown	no
38418	32	management	married	tertiary	no	1667	yes	no	cellular	18	nov	164	2	179	3	failure	no
6809	41	blue-collar	married	primary	no	406	yes	no	unknown	9	may	2462	1	-1	0	unknown	no
43743	39	housemaid	married	tertiary	no	240	yes	no	unknown	16	jun	17	25	-1	0	unknown	no
3467	34	management	single	tertiary	no	-444	yes	yes	cellular	17	apr	129	2	148	4	other	no
22978	27	blue-collar	single	secondary	no	940	yes	no	cellular	15	may	141	1	343	3	failure	no
14881	36	management	married	tertiary	no	625	yes	no	cellular	18	jul	1360	9	-1	0	unknown	yes
2012	57	admin.	divorced	secondary	no	658	no	no	cellular	10	jul	724	1	-1	0	unknown	yes
20952	38	management	single	tertiary	no	1373	no	no	cellular	22	oct	119	4	-1	0	unknown	no
40914	40	blue-collar	married	primary	no	46	yes	no	unknown	6	may	119	1	-1	0	unknown	no
14961	31	blue-collar	married	secondary	no	2591	yes	no	cellular	20	nov	55	1	-1	0	unknown	no
18168	38	entrepreneur	married	primary	no	666	yes	no	unknown	20	may	1452	10	-1	0	unknown	no
33817	78	retired	married	secondary	no	220	no	no	cellular	4	aug	220	1	-1	0	unknown	no
19185	54	retired	divorced	tertiary	no	185	yes	no	telephone	13	may	413	6	-1	0	unknown	no
29174	35	self-employed	married	secondary	no	-56	yes	no	cellular	15	may	162	2	361	3	failure	no
19391	34	blue-collar	married	primary	no	-288	yes	no	unknown	19	may	643	1	-1	0	unknown	no
31641	44	technician	divorced	secondary	no	106	yes	no	unknown	17	nov	17	1	175	1	failure	no
18904	45	admin.	married	secondary	no	248	no	no	cellular	16	jul	212	2	-1	0	unknown	no
11643	35	management	married	tertiary	no	24	yes	no	cellular	20	aug	174	2	-1	0	unknown	no
41973	56	management	married	tertiary	no	363	no	no	cellular	2	feb	49	1	-1	0	unknown	no
15199	42	housemaid	married	primary	no	0	no	yes	unknown	5	jun	48	2	-1	0	unknown	no
24835	53	management	married	tertiary	no	1945	no	no	cellular	21	nov	22	4	106	7	failure	no
7931	56	blue-collar	married	secondary	no	2583	no	no	cellular	21	nov	70	1	-1	0	unknown	no
26733	51	blue-collar	married	secondary	no	7180	yes	no	unknown	14	may	927	1	-1	0	unknown	yes
44275	38	technician	divorced	secondary	no	902	yes	no	cellular	3	feb	650	1	-1	0	unknown	yes
273	52	technician	married	secondary	no	-384	yes	no	cellular	13	aug	114	4	-1	0	unknown	no
10009	44	admin.	married	secondary	yes	-1249	yes	yes	unknown	19	may	83	4	-1	0	unknown	no
43002	50	blue-collar	married	secondary	no	84	yes	no	cellular	17	jul	18	8	-1	0	unknown	no
19889	44	blue-collar	married	secondary	no	3813	yes	no	unknown	3	jun	771	1	-1	0	unknown	no
8739	42	admin.	single	tertiary	no	3465	yes	no	unknown	23	may	373	9	-1	0	unknown	no
15185	35	admin.	married	secondary	no	449	yes	no	cellular	17	jul	43	8	-1	0	unknown	no
38450	30	blue-collar	single	secondary	no	178	yes	no	unknown	20	may	747	5	-1	0	unknown	no
9331	32	admin.	single	secondary	no	1630	yes	no	cellular	30	jan	122	1	-1	0	unknown	no
28003	59	blue-collar	married	unknown	no	337	no	no	unknown	18	jun	100	4	-1	0	unknown	no
23810	33	technician	married	secondary	no	256	yes	no	cellular	18	nov	76	1	-1	0	unknown	no
18591	45	blue-collar	married	primary	no	970	yes	no	unknown	19	may	208	5	-1	0	unknown	no
23390	29	admin.	single	secondary	no	1027	yes	no	cellular	2	feb	177	1	-1	0	unknown	yes
3977	53	blue-collar	married	primary	no	3316	yes	no	unknown	23	may	331	6	-1	0	unknown	no
40464	43	management	married	tertiary	no	228	yes	no	cellular	26	may	55	1	113	1	failure	no
34341	33	services	married	tertiary	no	546	yes	yes	unknown	9	may	253	1	-1	0	unknown	no
30019	52	services	single	secondary	no	0	yes	no	cellular	11	may	329	2	-1	0	unknown	no
24702	51	entrepreneur	divorced	tertiary	no	2109	no	no	cellular	13	oct	79	2	-1	0	unknown	yes
37192	29	unemployed	single	tertiary	no	7	no	no	cellular	6	may	51	1	179	1	failure	no
40353	52	management	divorced	tertiary	no	0	no	no	cellular	4	feb	74	1	-1	0	unknown	no
1956	31	technician	single	secondary	no	1771	yes	no	unknown	30	may	81	2	-1	0	unknown	no
27100	34	management	married	tertiary	no	4131	yes	no	unknown	27	may	172	7	-1	0	unknown	no
29433	52	blue-collar	married	secondary	no	782	yes	yes	cellular	20	apr	104	1	-1	0	unknown	no
36271	45	admin.	married	secondary	no	0	no	no	cellular	22	jul	73	2	-1	0	unknown	no
34616	33	technician	married	secondary	no	2666	no	no	cellular	19	aug	117	3	-1	0	unknown	no
17396	27	services	married	secondary	no	54	yes	no	cellular	18	may	97	1	370	1	failure	no
15262	59	blue-collar	married	secondary	no	1407	yes	no	unknown	9	may	232	1	-1	0	unknown	no
2417	57	admin.	married	secondary	no	340	no	yes	cellular	31	jul	167	2	-1	0	unknown	no
10440	21	entrepreneur	single	tertiary	no	2077	no	no	cellular	5	aug	323	1	-1	0	unknown	yes
21454	31	blue-collar	married	primary	no	389	yes	no	cellular	20	nov	198	2	-1	0	unknown	no
29158	23	services	married	secondary	no	-19	yes	no	unknown	20	jun	13	10	-1	0	unknown	no
42614	54	housemaid	married	secondary	no	167	yes	no	unknown	20	may	547	7	-1	0	unknown	no
30808	37	admin.	married	unknown	no	892	yes	no	cellular	30	jul	269	17	-1	0	unknown	no
20153	55	housemaid	married	secondary	no	127	yes	no	telephone	21	jul	1130	8	-1	0	unknown	yes
33543	38	management	divorced	tertiary	no	-980	yes	no	unknown	20	may	91	1	-1	0	unknown	no
9920	59	retired	married	secondary	no	0	no	no	cellular	18	jul	247	4	-1	0	unknown	no
18933	56	blue-collar	married	secondary	no	0	no	yes	cellular	16	jul	390	2	-1	0	unknown	no
7287	52	blue-collar	married	primary	no	4711	yes	no	cellular	28	jul	228	2	-1	0	unknown	no
35042	52	management	married	tertiary	no	1209	no	no	cellular	8	aug	97	4	-1	0	unknown	no
4935	59	retired	married	tertiary	no	2194	yes	no	telephone	31	jul	16	9	-1	0	unknown	no
43125	42	management	married	tertiary	no	2440	yes	no	unknown	30	may	199	2	-1	0	unknown	no
22166	56	management	divorced	tertiary	no	4266	yes	no	unknown	17	jun	490	4	-1	0	unknown	yes
33666	38	self-employed	married	primary	no	215	yes	no	cellular	8	may	124	2	353	1	other	no
22824	54	blue-collar	divorced	primary	no	0	yes	no	cellular	21	nov	219	2	-1	0	unknown	no
24988	35	self-employed	married	tertiary	no	1820	yes	yes	cellular	29	jan	120	1	-1	0	unknown	no
9397	40	technician	married	secondary	no	826	no	no	unknown	24	feb	174	1	267	2	other	no
1614	30	admin.	single	secondary	no	-1	yes	no	unknown	28	may	141	1	-1	0	unknown	no
12861	39	admin.	married	secondary	no	598	yes	no	unknown	15	may	444	1	-1	0	unknown	no
42524	40	retired	married	secondary	no	263	no	no	unknown	6	jun	761	3	-1	0	unknown	no
13184	30	blue-collar	married	unknown	no	198	yes	no	unknown	21	may	149	3	-1	0	unknown	no
41587	39	blue-collar	married	primary	no	879	yes	no	unknown	26	may	102	2	-1	0	unknown	no
4679	49	blue-collar	married	primary	no	1387	yes	yes	unknown	9	may	161	2	-1	0	unknown	no
27604	31	management	married	tertiary	no	430	yes	no	cellular	25	jul	137	16	-1	0	unknown	no
14600	47	admin.	married	secondary	no	24556	no	no	telephone	20	oct	309	1	-1	0	unknown	no
42179	46	management	divorced	secondary	yes	2	no	no	cellular	12	may	115	1	-1	0	unknown	no
39414	47	technician	married	tertiary	no	282	yes	no	unknown	16	may	433	1	-1	0	unknown	no
18418	47	technician	married	secondary	no	0	no	no	cellular	19	aug	210	2	-1	0	unknown	no
42024	38	technician	married	secondary	no	175	yes	no	unknown	30	may	264	1	-1	0	unknown	no
28366	57	technician	married	secondary	no	28	yes	no	cellular	8	may	163	1	358	1	failure	no
30928	36	management	single	tertiary	no	26	no	no	cellular	29	aug	370	4	-1	0	unknown	no
30115	32	services	divorced	secondary	no	453	yes	no	cellular	17	apr	329	1	150	2	failure	no
33193	34	admin.	single	secondary	no	5547	yes	no	unknown	23	may	313	1	-1	0	unknown	no
9947	30	blue-collar	single	secondary	no	144	yes	no	cellular	5	feb	259	1	260	3	failure	no
38077	47	housemaid	married	secondary	no	2524	no	no	cellular	12	oct	105	1	-1	0	unknown	yes
12570	40	technician	married	tertiary	no	-1779	yes	yes	unknown	18	jun	37	2	-1	0	unknown	no
644	58	services	married	secondary	no	627	no	no	cellular	13	aug	110	4	-1	0	unknown	no
7322	38	admin.	married	secondary	no	4196	yes	no	cellular	12	may	193	2	-1	0	unknown	no
43215	38	blue-collar	married	primary	no	635	yes	no	unknown	3	jun	157	2	-1	0	unknown	no
39692	51	technician	married	unknown	no	573	yes	yes	unknown	14	may	231	1	-1	0	unknown	no
16192	33	management	married	tertiary	no	62	yes	no	cellular	2	feb	102	1	264	1	failure	no
8640	34	admin.	divorced	primary	no	9569	yes	no	unknown	9	may	43	2	-1	0	unknown	no
37457	34	management	single	tertiary	no	0	no	no	cellular	24	jul	174	3	-1	0	unknown	no
8058	31	technician	single	secondary	no	105	no	no	cellular	25	aug	87	4	-1	0	unknown	no
26325	34	services	married	secondary	no	1553	yes	no	cellular	20	apr	6	6	328	8	failure	no
10435	32	technician	married	secondary	no	253	yes	no	unknown	4	jun	257	3	-1	0	unknown	no
2629	42	technician	married	unknown	no	-401	yes	no	telephone	29	aug	145	2	-1	0	unknown	no
5598	34	blue-collar	married	secondary	no	1257	yes	no	unknown	26	may	109	7	-1	0	unknown	no
26145	46	technician	divorced	tertiary	no	0	yes	no	cellular	21	nov	234	5	102	5	failure	no
27307	43	technician	married	secondary	no	0	no	no	cellular	19	aug	103	2	-1	0	unknown	no
3578	29	services	married	tertiary	no	62	yes	yes	unknown	16	may	280	2	-1	0	unknown	no
18462	49	technician	married	tertiary	no	1843	yes	no	cellular	25	may	269	1	-1	0	unknown	no
9145	41	self-employed	married	secondary	no	1	no	no	cellular	19	aug	55	4	-1	0	unknown	no
11083	34	blue-collar	married	secondary	no	4	yes	yes	cellular	7	may	315	2	-1	0	unknown	no
8643	44	services	married	secondary	no	4786	yes	yes	cellular	12	may	267	1	-1	0	unknown	no
21531	43	management	married	tertiary	no	715	no	no	cellular	20	aug	88	4	-1	0	unknown	no
35741	40	services	married	secondary	no	900	yes	yes	cellular	14	jul	84	2	-1	0	unknown	no
27681	43	technician	divorced	tertiary	no	27	no	no	cellular	7	jul	412	4	-1	0	unknown	no
3785	51	housemaid	married	secondary	no	294	no	no	cellular	20	nov	640	1	-1	0	unknown	no
24048	33	management	single	tertiary	no	373	no	yes	cellular	27	jul	267	1	180	4	failure	yes
6611	31	unemployed	divorced	tertiary	no	256	yes	no	cellular	2	feb	264	1	201	2	success	no
9414	79	retired	married	secondary	no	723	no	no	telephone	9	sep	276	1	79	3	failure	yes
8903	47	services	married	secondary	no	-150	no	no	cellular	14	aug	52	4	-1	0	unknown	no
42331	52	technician	divorced	tertiary	yes	-1014	no	yes	cellular	7	jul	154	1	-1	0	unknown	no
29630	31	technician	single	secondary	no	475	no	no	cellular	7	jul	226	1	-1	0	unknown	no
11172	57	admin.	married	secondary	no	2	no	no	telephone	10	jul	144	2	-1	0	unknown	no
23907	38	blue-collar	divorced	secondary	no	0	yes	no	cellular	21	oct	576	1	183	4	success	yes
30564	56	management	married	primary	no	-24	yes	no	unknown	7	may	305	3	-1	0	unknown	no
44243	37	blue-collar	married	secondary	no	6	yes	no	cellular	12	may	136	2	-1	0	unknown	no
31268	29	blue-collar	married	secondary	no	7863	yes	no	cellular	14	may	1129	1	-1	0	unknown	yes
40309	35	management	single	tertiary	no	134	no	no	cellular	4	feb	219	1	-1	0	unknown	no
30395	39	admin.	single	secondary	no	1413	yes	no	cellular	17	apr	396	1	-1	0	unknown	no
3566	46	self-employed	married	tertiary	no	917	no	no	cellular	9	jul	389	5	-1	0	unknown	no
23396	54	retired	single	primary	no	466	no	no	cellular	5	jun	151	2	-1	0	unknown	no
6058	86	retired	married	secondary	no	1503	no	no	telephone	18	mar	165	3	101	1	other	no
12461	65	entrepreneur	married	tertiary	no	2331	no	no	telephone	9	feb	290	1	92	1	success	yes
13845	43	blue-collar	married	unknown	no	-633	yes	yes	unknown	13	may	277	1	-1	0	unknown	no
31965	40	blue-collar	married	secondary	yes	231	yes	no	cellular	2	feb	69	3	-1	0	unknown	no
13232	24	blue-collar	married	secondary	no	984	yes	no	unknown	26	may	89	3	-1	0	unknown	no
5194	46	blue-collar	married	secondary	no	450	yes	no	cellular	17	apr	198	1	-1	0	unknown	no
21837	27	services	single	secondary	no	243	no	yes	unknown	4	jul	253	1	-1	0	unknown	no
15382	48	unemployed	married	secondary	no	1218	no	no	cellular	4	aug	198	1	-1	0	unknown	no
33274	55	services	divorced	secondary	yes	-404	yes	no	cellular	22	jul	502	3	-1	0	unknown	no
6849	59	management	single	secondary	no	671	yes	yes	cellular	29	jan	219	2	259	5	failure	no
42223	44	technician	married	secondary	no	566	yes	yes	cellular	17	apr	467	1	-1	0	unknown	no
38985	48	management	married	tertiary	no	1344	yes	yes	cellular	14	aug	69	6	-1	0	unknown	no
34175	42	blue-collar	married	secondary	no	597	yes	no	unknown	15	may	124	1	-1	0	unknown	no
44156	36	management	married	tertiary	no	495	no	no	cellular	12	mar	213	3	182	6	success	yes
23655	33	technician	married	tertiary	no	565	yes	no	cellular	8	may	77	2	-1	0	unknown	no
45035	32	services	married	secondary	no	0	yes	yes	unknown	7	may	255	2	-1	0	unknown	no
9086	37	admin.	married	secondary	no	18	yes	yes	unknown	28	may	103	4	-1	0	unknown	no
15829	56	blue-collar	divorced	primary	no	0	no	no	unknown	20	jun	134	10	-1	0	unknown	no
5664	41	admin.	single	secondary	yes	0	no	yes	cellular	21	nov	305	6	-1	0	unknown	no
19442	37	blue-collar	single	secondary	no	2469	yes	no	cellular	7	may	232	1	-1	0	unknown	no
40816	53	services	married	unknown	no	2009	no	no	cellular	16	jun	250	1	-1	0	unknown	no
31879	46	management	married	tertiary	no	964	yes	no	cellular	8	apr	174	1	-1	0	unknown	no
37101	35	blue-collar	married	primary	no	159	yes	yes	cellular	12	may	826	1	-1	0	unknown	yes
18323	43	admin.	single	secondary	no	733	yes	no	cellular	25	may	282	1	187	3	success	yes
25665	31	services	married	secondary	no	1167	no	no	cellular	3	jul	603	1	-1	0	unknown	no
6728	38	technician	married	secondary	no	0	no	no	cellular	26	aug	65	4	-1	0	unknown	no
10279	32	technician	single	secondary	no	230	yes	no	cellular	18	may	442	1	266	8	failure	yes
26241	38	management	single	tertiary	no	1819	no	no	cellular	5	feb	101	3	-1	0	unknown	no
37408	36	technician	single	tertiary	no	4644	no	no	cellular	26	aug	29	12	-1	0	unknown	no
1791	27	management	married	tertiary	no	54	yes	yes	cellular	7	jul	72	1	-1	0	unknown	no
31772	52	management	divorced	tertiary	no	0	yes	yes	cellular	30	jul	278	3	-1	0	unknown	no
22318	33	management	married	tertiary	no	455	yes	yes	unknown	29	may	122	10	-1	0	unknown	no
11194	42	management	divorced	tertiary	no	1775	yes	no	telephone	5	feb	276	5	-1	0	unknown	no
41305	40	technician	married	secondary	no	1832	no	no	cellular	8	apr	179	2	-1	0	unknown	no
8239	38	technician	married	secondary	no	205	no	no	cellular	26	may	332	1	-1	0	unknown	yes
6894	32	management	married	tertiary	no	2431	no	no	cellular	28	aug	19	19	-1	0	unknown	no
2411	34	blue-collar	single	primary	no	517	no	yes	cellular	3	feb	330	2	-1	0	unknown	no
44841	57	technician	married	secondary	no	20	no	no	cellular	22	aug	119	2	-1	0	unknown	no
13814	35	blue-collar	married	secondary	no	496	yes	no	cellular	18	nov	135	3	-1	0	unknown	no
21065	41	management	single	tertiary	no	-24	yes	no	cellular	2	feb	437	1	-1	0	unknown	no
43454	32	housemaid	single	tertiary	no	93	no	no	cellular	23	jul	495	2	-1	0	unknown	no
8264	47	technician	married	secondary	no	417	yes	no	cellular	14	may	94	1	-1	0	unknown	no
543	47	blue-collar	married	primary	no	209	no	no	cellular	27	aug	77	6	-1	0	unknown	no
44181	34	blue-collar	married	primary	no	-703	yes	no	cellular	18	may	160	2	-1	0	unknown	no
9576	49	blue-collar	divorced	primary	no	0	yes	no	cellular	29	jul	468	2	-1	0	unknown	no
19637	51	technician	single	secondary	no	1153	yes	no	cellular	20	apr	76	5	-1	0	unknown	no
5428	34	unemployed	single	secondary	no	9895	no	no	cellular	19	nov	356	2	-1	0	unknown	no
13651	49	admin.	married	primary	no	169	yes	no	cellular	15	may	82	3	-1	0	unknown	no
9633	36	management	married	secondary	no	3	no	no	cellular	14	aug	250	2	-1	0	unknown	no
34195	43	management	divorced	tertiary	no	3257	yes	no	unknown	27	may	120	2	-1	0	unknown	no
2760	28	blue-collar	single	secondary	no	56	yes	no	unknown	23	may	66	1	-1	0	unknown	no
5298	47	entrepreneur	married	tertiary	no	-497	yes	no	cellular	14	may	176	2	-1	0	unknown	no
11940	48	blue-collar	married	primary	no	266	no	no	telephone	28	aug	58	5	-1	0	unknown	no
27853	34	blue-collar	married	primary	no	0	yes	yes	unknown	20	jun	34	29	-1	0	unknown	no
3611	55	services	divorced	secondary	no	1817	no	no	cellular	30	jul	404	4	-1	0	unknown	no
36961	58	retired	divorced	secondary	no	219	no	no	unknown	5	jun	133	1	-1	0	unknown	no
7882	55	admin.	married	secondary	no	541	yes	yes	cellular	14	jul	512	3	-1	0	unknown	no
31279	45	technician	divorced	secondary	no	0	no	no	cellular	26	aug	64	2	-1	0	unknown	no
14055	40	technician	married	secondary	no	56	no	no	cellular	29	aug	77	2	-1	0	unknown	no
8883	43	technician	married	secondary	no	17655	yes	no	cellular	18	nov	31	1	-1	0	unknown	no
19097	34	management	divorced	tertiary	no	2466	no	no	cellular	2	jun	143	1	281	5	other	no
33681	41	self-employed	married	secondary	no	3123	yes	no	cellular	3	apr	1203	2	135	2	failure	yes
4204	58	retired	married	secondary	no	2553	no	no	cellular	14	aug	366	2	-1	0	unknown	no
36154	37	housemaid	single	secondary	no	1358	no	no	telephone	28	jan	119	1	-1	0	unknown	no
40703	31	technician	married	secondary	no	119	yes	no	cellular	4	feb	380	1	-1	0	unknown	no
3493	54	services	married	secondary	no	196	no	no	cellular	8	aug	604	4	-1	0	unknown	no
18074	53	blue-collar	married	unknown	no	960	no	yes	unknown	24	jun	180	1	687	2	other	no
8972	35	blue-collar	married	secondary	no	809	yes	yes	unknown	29	may	60	1	-1	0	unknown	no
16863	30	technician	married	tertiary	no	179	yes	no	cellular	25	jul	111	2	-1	0	unknown	no
10800	29	blue-collar	married	unknown	no	486	yes	no	cellular	6	may	422	1	363	1	failure	no
41610	35	blue-collar	married	secondary	no	450	no	no	cellular	20	nov	95	2	-1	0	unknown	no
2121	45	admin.	married	secondary	no	1387	yes	no	cellular	10	jul	446	1	-1	0	unknown	no
19383	50	management	married	unknown	no	3304	no	no	unknown	5	jun	1009	2	-1	0	unknown	no
30398	33	entrepreneur	married	secondary	no	137	yes	no	cellular	15	jul	136	3	-1	0	unknown	no
14580	33	blue-collar	married	secondary	no	1722	yes	no	cellular	20	apr	7	7	-1	0	unknown	no
28760	36	management	married	tertiary	no	535	no	no	cellular	20	apr	150	2	-1	0	unknown	yes
43879	46	admin.	single	secondary	no	13	no	no	unknown	2	jun	71	4	-1	0	unknown	no
33416	46	services	married	secondary	no	198	no	yes	unknown	5	jun	49	1	-1	0	unknown	no
17044	26	blue-collar	single	secondary	no	0	yes	no	cellular	6	may	340	1	-1	0	unknown	no
11467	41	blue-collar	married	primary	no	0	yes	yes	unknown	6	may	238	1	-1	0	unknown	no
35586	29	technician	married	secondary	no	1697	yes	no	cellular	12	may	87	4	-1	0	unknown	no
26599	41	technician	married	tertiary	no	515	no	no	cellular	5	aug	837	2	-1	0	unknown	yes
38013	33	management	married	tertiary	no	855	yes	yes	cellular	12	aug	191	2	-1	0	unknown	no
30001	46	entrepreneur	single	tertiary	no	1410	yes	no	telephone	13	may	91	5	175	9	failure	no
23760	38	management	single	tertiary	no	2357	yes	no	cellular	21	jul	184	1	-1	0	unknown	no
40802	31	services	married	secondary	no	0	yes	no	cellular	8	may	274	2	-1	0	unknown	no
25386	34	management	married	tertiary	no	4714	yes	yes	cellular	11	may	123	2	-1	0	unknown	no
18587	32	technician	divorced	secondary	no	3717	no	yes	cellular	24	jul	91	1	-1	0	unknown	no
2289	26	admin.	single	secondary	no	609	no	no	telephone	28	jan	112	1	-1	0	unknown	no
41011	37	management	married	tertiary	no	1113	no	no	cellular	2	mar	229	1	182	1	success	yes
16125	48	management	married	tertiary	no	1167	yes	yes	cellular	26	jan	122	4	50	4	other	no
3767	60	housemaid	married	primary	no	2580	no	no	telephone	4	may	15	5	-1	0	unknown	no
41383	54	technician	married	secondary	no	3994	no	yes	cellular	20	oct	595	2	187	2	success	yes
15043	60	blue-collar	married	primary	no	7929	no	no	unknown	1	apr	111	1	-1	0	unknown	yes
36161	36	entrepreneur	married	tertiary	no	280	yes	no	cellular	7	may	252	1	351	1	failure	no
35000	27	admin.	single	secondary	no	80	no	no	cellular	10	aug	268	1	-1	0	unknown	no
25795	57	blue-collar	married	secondary	no	1404	no	no	cellular	18	aug	119	7	-1	0	unknown	no
8819	35	management	married	tertiary	no	77	no	no	cellular	12	aug	69	4	-1	0	unknown	no
6043	46	blue-collar	married	secondary	no	1232	no	yes	cellular	3	feb	300	3	195	8	other	no
42781	42	services	married	tertiary	no	4216	no	no	cellular	12	jun	186	2	-1	0	unknown	yes
23012	51	self-employed	married	tertiary	no	146	no	no	cellular	18	nov	150	2	126	3	failure	no
19488	35	blue-collar	married	secondary	no	1055	no	no	unknown	18	nov	150	2	-1	0	unknown	yes
2298	45	admin.	married	secondary	no	857	yes	no	cellular	21	nov	169	1	92	20	other	no
37127	70	retired	married	primary	no	4982	no	no	cellular	4	may	794	2	-1	0	unknown	no
5519	39	entrepreneur	divorced	tertiary	no	0	no	no	cellular	16	apr	561	3	-1	0	unknown	no
9898	58	retired	married	tertiary	no	5087	no	no	unknown	19	jun	252	1	-1	0	unknown	no
6613	59	entrepreneur	divorced	secondary	no	0	no	yes	cellular	2	feb	69	2	-1	0	unknown	no
18329	53	technician	married	secondary	no	-46	no	no	cellular	29	jan	87	2	-1	0	unknown	no
31403	35	management	single	tertiary	no	80	no	no	cellular	4	sep	434	2	94	1	other	yes
22240	35	management	married	tertiary	no	4038	yes	yes	unknown	27	may	160	6	-1	0	unknown	no
13697	55	services	divorced	primary	no	653	no	no	unknown	6	jun	800	1	-1	0	unknown	no
44329	43	management	married	tertiary	no	0	no	no	cellular	18	aug	241	5	-1	0	unknown	no
41088	47	technician	married	secondary	no	275	no	no	cellular	20	aug	447	4	-1	0	unknown	no
29977	29	management	married	tertiary	no	5698	no	no	cellular	15	apr	437	1	264	1	failure	no
25233	38	services	divorced	unknown	no	6360	no	no	unknown	20	jun	1409	2	-1	0	unknown	yes
16543	67	retired	married	unknown	no	2540	no	no	telephone	14	jun	278	5	116	4	other	yes
30758	44	management	married	tertiary	no	0	no	yes	cellular	29	jul	129	6	-1	0	unknown	no
16275	45	technician	single	secondary	no	792	no	no	cellular	19	nov	111	5	-1	0	unknown	no
35472	33	self-employed	married	secondary	no	215	yes	no	cellular	29	jul	543	12	-1	0	unknown	no
33997	54	retired	married	secondary	no	6449	no	no	unknown	19	jun	487	1	-1	0	unknown	no
27327	44	services	married	secondary	no	983	no	no	cellular	28	jan	123	1	-1	0	unknown	no
929	52	services	married	secondary	no	657	no	no	telephone	7	jul	398	2	460	2	failure	yes
28715	32	admin.	married	secondary	no	-540	yes	yes	unknown	30	may	53	7	-1	0	unknown	no
13315	41	housemaid	married	primary	no	1332	no	no	telephone	2	feb	122	3	-1	0	unknown	no
29152	43	blue-collar	married	secondary	no	514	yes	yes	cellular	20	apr	34	2	-1	0	unknown	no
7519	36	management	married	secondary	no	122	yes	no	unknown	19	may	39	7	-1	0	unknown	no
11941	38	management	married	tertiary	no	238	no	no	cellular	4	aug	139	1	92	3	failure	yes
42593	41	self-employed	single	tertiary	no	1616	no	no	telephone	28	jan	229	1	184	7	success	no
103	41	management	married	tertiary	no	653	yes	no	telephone	17	nov	60	2	-1	0	unknown	no
3161	36	entrepreneur	married	tertiary	no	125	yes	no	unknown	6	may	95	3	-1	0	unknown	no
27793	31	services	single	secondary	no	203	yes	no	unknown	29	may	442	3	-1	0	unknown	no
18556	36	management	single	tertiary	no	671	yes	no	cellular	1	sep	161	1	457	2	failure	no
29354	60	technician	single	secondary	no	12	no	no	cellular	24	jul	205	1	-1	0	unknown	no
22082	45	management	married	tertiary	no	3857	yes	no	cellular	2	feb	195	1	-1	0	unknown	no
37644	35	blue-collar	married	secondary	no	86	no	no	cellular	31	jul	128	2	-1	0	unknown	no
37637	48	management	married	tertiary	no	0	no	yes	cellular	19	feb	204	4	182	1	success	yes
26367	34	blue-collar	married	unknown	no	553	yes	no	unknown	4	jun	729	2	-1	0	unknown	no
37357	35	technician	single	secondary	no	183	no	no	cellular	24	apr	78	2	-1	0	unknown	no
26051	33	management	single	tertiary	no	2617	yes	yes	cellular	18	jul	113	2	-1	0	unknown	no
14672	29	services	married	secondary	no	123	no	yes	cellular	7	jul	151	1	-1	0	unknown	no
35742	58	retired	married	tertiary	no	0	no	no	unknown	6	may	393	1	-1	0	unknown	no
